x y z p
21.446617 9.964295 1.123970 0.871306
21.394327 9.964295 1.871761 0.799870
21.420679 10.970257 -1.874067 0.799870
21.473034 10.970257 -1.125354 0.871306
21.502502 10.970257 0.000000 0.950000
21.473034 10.970257 1.125354 0.871306
21.420679 10.970257 1.874067 0.799870
21.391022 12.010542 -1.871472 0.799870
21.443302 12.010542 -1.123796 0.871306
21.472731 12.010542 0.000000 0.950000
21.443302 12.010542 1.123796 0.871306
21.391022 12.010542 1.871472 0.799870
21.435402 13.010805 -1.875355 0.799870
21.487791 13.010805 -1.126127 0.871306
21.517281 13.010805 0.000000 0.950000
21.487791 13.010805 1.126127 0.871306
21.435402 13.010805 1.875355 0.799870
21.428989 14.038797 -1.874794 0.799870
21.481363 14.038797 -1.125790 0.871306
21.510843 14.038797 0.000000 0.950000
21.481363 14.038797 1.125790 0.871306
21.428989 14.038797 1.874794 0.799870
21.444927 14.983845 -1.876188 0.799870
21.497339 14.983845 -1.126628 0.871306
21.526842 14.983845 0.000000 0.950000
21.497339 14.983845 1.126628 0.871306
21.444927 14.983845 1.876188 0.799870
22.539610 -15.842691 -1.971960 0.799870
22.594700 -15.842691 -1.184138 0.871306
22.625708 -15.842691 0.000000 0.950000
22.594700 -15.842691 1.184138 0.871306
22.539610 -15.842691 1.971960 0.799870
22.429939 -15.044456 -1.962365 0.799870
22.484760 -15.044456 -1.178376 0.871306
22.515617 -15.044456 0.000000 0.950000
22.484760 -15.044456 1.178376 0.871306
22.429939 -15.044456 1.962365 0.799870
22.441601 -14.027479 -1.963386 0.799870
22.496449 -14.027479 -1.178989 0.871306
22.527323 -14.027479 0.000000 0.950000
22.496449 -14.027479 1.178989 0.871306
22.441601 -14.027479 1.963386 0.799870
22.436674 -12.982346 -1.962955 0.799870
22.491512 -12.982346 -1.178730 0.871306
22.522379 -12.982346 0.000000 0.950000
22.491512 -12.982346 1.178730 0.871306
22.436674 -12.982346 1.962955 0.799870
22.447130 -12.006176 -1.963869 0.799870
22.501991 -12.006176 -1.179279 0.871306
22.532873 -12.006176 0.000000 0.950000
22.501991 -12.006176 1.179279 0.871306
22.447130 -12.006176 1.963869 0.799870
22.439226 -11.000751 -1.963178 0.799870
22.494070 -11.000751 -1.178864 0.871306
22.524940 -11.000751 0.000000 0.950000
22.494070 -11.000751 1.178864 0.871306
22.439226 -11.000751 1.963178 0.799870
22.408234 -9.967894 -1.960467 0.799870
22.463001 -9.967894 -1.177236 0.871306
22.493830 -9.967894 0.000000 0.950000
22.463001 -9.967894 1.177236 0.871306
22.408234 -9.967894 1.960467 0.799870
22.397678 -8.997203 -1.959543 0.799870
22.452419 -8.997203 -1.176681 0.871306
22.483232 -8.997203 0.000000 0.950000
22.452419 -8.997203 1.176681 0.871306
22.397678 -8.997203 1.959543 0.799870
22.436213 -8.019693 -1.962914 0.799870
22.491049 -8.019693 -1.178706 0.871306
22.521915 -8.019693 0.000000 0.950000
22.491049 -8.019693 1.178706 0.871306
22.436213 -8.019693 1.962914 0.799870
22.444405 -7.017357 -1.963631 0.799870
22.499260 -7.017357 -1.179136 0.871306
22.530138 -7.017357 0.000000 0.950000
22.499260 -7.017357 1.179136 0.871306
22.444405 -7.017357 1.963631 0.799870
22.420563 -5.984232 -1.961545 0.799870
22.475361 -5.984232 -1.177884 0.871306
22.506205 -5.984232 0.000000 0.950000
22.475361 -5.984232 1.177884 0.871306
22.420563 -5.984232 1.961545 0.799870
22.423048 -4.994180 -1.961762 0.799870
22.477852 -4.994180 -1.178014 0.871306
22.508699 -4.994180 0.000000 0.950000
22.477852 -4.994180 1.178014 0.871306
22.423048 -4.994180 1.961762 0.799870
22.381290 -4.022175 -1.958109 0.799870
22.435993 -4.022175 -1.175821 0.871306
22.466784 -4.022175 0.000000 0.950000
22.435993 -4.022175 1.175821 0.871306
22.381290 -4.022175 1.958109 0.799870
22.387718 -2.974620 -1.958672 0.799870
22.442436 -2.974620 -1.176158 0.871306
22.473236 -2.974620 0.000000 0.950000
22.442436 -2.974620 1.176158 0.871306
22.387718 -2.974620 1.958672 0.799870
22.417505 -2.000434 -1.961277 0.799870
22.472296 -2.000434 -1.177723 0.871306
22.503136 -2.000434 0.000000 0.950000
22.472296 -2.000434 1.177723 0.871306
22.417505 -2.000434 1.961277 0.799870
22.407486 -0.982069 -1.960401 0.799870
22.462252 -0.982069 -1.177197 0.871306
22.493078 -0.982069 0.000000 0.950000
22.462252 -0.982069 1.177197 0.871306
22.407486 -0.982069 1.960401 0.799870
22.428820 -0.023577 -1.962268 0.799870
22.483639 -0.023577 -1.178318 0.871306
22.514494 -0.023577 0.000000 0.950000
22.483639 -0.023577 1.178318 0.871306
22.428820 -0.023577 1.962268 0.799870
22.407486 0.982069 -1.960401 0.799870
22.462252 0.982069 -1.177197 0.871306
22.493078 0.982069 0.000000 0.950000
22.462252 0.982069 1.177197 0.871306
22.407486 0.982069 1.960401 0.799870
22.417505 2.000434 -1.961277 0.799870
22.472296 2.000434 -1.177723 0.871306
22.503136 2.000434 0.000000 0.950000
22.472296 2.000434 1.177723 0.871306
22.417505 2.000434 1.961277 0.799870
22.387718 2.974620 -1.958672 0.799870
22.442436 2.974620 -1.176158 0.871306
22.473236 2.974620 0.000000 0.950000
22.442436 2.974620 1.176158 0.871306
22.387718 2.974620 1.958672 0.799870
22.381290 4.022175 -1.958109 0.799870
22.435993 4.022175 -1.175821 0.871306
22.466784 4.022175 0.000000 0.950000
22.435993 4.022175 1.175821 0.871306
22.381290 4.022175 1.958109 0.799870
22.423048 4.994180 -1.961762 0.799870
22.477852 4.994180 -1.178014 0.871306
22.508699 4.994180 0.000000 0.950000
22.477852 4.994180 1.178014 0.871306
22.423048 4.994180 1.961762 0.799870
22.420563 5.984232 -1.961545 0.799870
22.475361 5.984232 -1.177884 0.871306
22.506205 5.984232 0.000000 0.950000
22.475361 5.984232 1.177884 0.871306
22.420563 5.984232 1.961545 0.799870
22.444405 7.017357 -1.963631 0.799870
22.499260 7.017357 -1.179136 0.871306
22.530138 7.017357 0.000000 0.950000
22.499260 7.017357 1.179136 0.871306
22.444405 7.017357 1.963631 0.799870
22.436213 8.019693 -1.962914 0.799870
22.491049 8.019693 -1.178706 0.871306
22.521915 8.019693 0.000000 0.950000
22.491049 8.019693 1.178706 0.871306
22.436213 8.019693 1.962914 0.799870
22.397678 8.997203 -1.959543 0.799870
22.452419 8.997203 -1.176681 0.871306
22.483232 8.997203 0.000000 0.950000
22.452419 8.997203 1.176681 0.871306
22.397678 8.997203 1.959543 0.799870
22.408234 9.967894 -1.960467 0.799870
22.463001 9.967894 -1.177236 0.871306
22.493830 9.967894 0.000000 0.950000
22.463001 9.967894 1.177236 0.871306
22.408234 9.967894 1.960467 0.799870
22.439226 11.000751 -1.963178 0.799870
22.494070 11.000751 -1.178864 0.871306
22.524940 11.000751 0.000000 0.950000
22.494070 11.000751 1.178864 0.871306
22.439226 11.000751 1.963178 0.799870
22.447130 12.006176 -1.963869 0.799870
22.501991 12.006176 -1.179279 0.871306
22.532873 12.006176 0.000000 0.950000
22.501991 12.006176 1.179279 0.871306
22.447130 12.006176 1.963869 0.799870
22.436674 12.982346 -1.962955 0.799870
22.491512 12.982346 -1.178730 0.871306
22.522379 12.982346 0.000000 0.950000
22.491512 12.982346 1.178730 0.871306
22.436674 12.982346 1.962955 0.799870
22.441601 14.027479 -1.963386 0.799870
22.496449 14.027479 -1.178989 0.871306
22.527323 14.027479 0.000000 0.950000
22.496449 14.027479 1.178989 0.871306
22.441601 14.027479 1.963386 0.799870
22.429939 15.044456 -1.962365 0.799870
22.484760 15.044456 -1.178376 0.871306
22.515617 15.044456 0.000000 0.950000
22.484760 15.044456 1.178376 0.871306
22.429939 15.044456 1.962365 0.799870
22.539610 15.842691 -1.971960 0.799870
22.594700 15.842691 -1.184138 0.871306
22.625708 15.842691 0.000000 0.950000
22.594700 15.842691 1.184138 0.871306
22.539610 15.842691 1.971960 0.799870
23.392467 -15.964222 -2.046576 0.799870
23.467518 -15.964222 -0.819504 0.910147
23.481823 -15.964222 0.000000 0.950000
23.467518 -15.964222 0.819504 0.910147
23.392467 -15.964222 2.046576 0.799870
23.396383 -14.973604 -2.046918 0.799870
23.471447 -14.973604 -0.819641 0.910147
23.485754 -14.973604 0.000000 0.950000
23.471447 -14.973604 0.819641 0.910147
23.396383 -14.973604 2.046918 0.799870
23.458260 -13.987259 -2.052332 0.799870
23.533520 -13.987259 -0.821809 0.910147
23.547865 -13.987259 0.000000 0.950000
23.533520 -13.987259 0.821809 0.910147
23.458260 -13.987259 2.052332 0.799870
23.407558 -12.987082 -2.047896 0.799870
23.482658 -12.987082 -0.820032 0.910147
23.496971 -12.987082 0.000000 0.950000
23.482658 -12.987082 0.820032 0.910147
23.407558 -12.987082 2.047896 0.799870
23.411703 -11.989928 -2.048259 0.799870
23.486814 -11.989928 -0.820178 0.910147
23.501131 -11.989928 0.000000 0.950000
23.486814 -11.989928 0.820178 0.910147
23.411703 -11.989928 2.048259 0.799870
23.395273 -10.966041 -2.046821 0.799870
23.470333 -10.966041 -0.819602 0.910147
23.484638 -10.966041 0.000000 0.950000
23.470333 -10.966041 0.819602 0.910147
23.395273 -10.966041 2.046821 0.799870
23.402399 -10.000720 -2.047445 0.799870
23.477482 -10.000720 -0.819852 0.910147
23.491793 -10.000720 0.000000 0.950000
23.477482 -10.000720 0.819852 0.910147
23.402399 -10.000720 2.047445 0.799870
23.388746 -9.002992 -2.046250 0.799870
23.463785 -9.002992 -0.819373 0.910147
23.478086 -9.002992 0.000000 0.950000
23.463785 -9.002992 0.819373 0.910147
23.388746 -9.002992 2.046250 0.799870
23.422520 -7.999555 -2.049205 0.799870
23.497667 -7.999555 -0.820557 0.910147
23.511990 -7.999555 0.000000 0.950000
23.497667 -7.999555 0.820557 0.910147
23.422520 -7.999555 2.049205 0.799870
23.410831 -7.019131 -2.048182 0.799870
23.485941 -7.019131 -0.820147 0.910147
23.500256 -7.019131 0.000000 0.950000
23.485941 -7.019131 0.820147 0.910147
23.410831 -7.019131 2.048182 0.799870
23.370752 -6.006055 -2.044676 0.799870
23.445732 -6.006055 -0.818743 0.910147
23.460024 -6.006055 0.000000 0.950000
23.445732 -6.006055 0.818743 0.910147
23.370752 -6.006055 2.044676 0.799870
23.448263 -4.994534 -2.051457 0.799870
23.523493 -4.994534 -0.821458 0.910147
23.537830 -4.994534 0.000000 0.950000
23.523493 -4.994534 0.821458 0.910147
23.448263 -4.994534 2.051457 0.799870
23.405285 -3.982265 -2.047697 0.799870
23.480375 -3.982265 -0.819953 0.910147
23.494688 -3.982265 0.000000 0.950000
23.480375 -3.982265 0.819953 0.910147
23.405285 -3.982265 2.047697 0.799870
23.394835 -3.000063 -2.046783 0.799870
23.469893 -3.000063 -0.819587 0.910147
23.484198 -3.000063 0.000000 0.950000
23.469893 -3.000063 0.819587 0.910147
23.394835 -3.000063 2.046783 0.799870
23.424749 -1.982811 -2.049400 0.799870
23.499903 -1.982811 -0.820635 0.910147
23.514227 -1.982811 0.000000 0.950000
23.499903 -1.982811 0.820635 0.910147
23.424749 -1.982811 2.049400 0.799870
23.410597 -0.976725 -2.048162 0.799870
23.485706 -0.976725 -0.820139 0.910147
23.500021 -0.976725 0.000000 0.950000
23.485706 -0.976725 0.820139 0.910147
23.410597 -0.976725 2.048162 0.799870
23.430796 -0.024630 -2.049929 0.799870
23.505968 -0.024630 -0.820846 0.910147
23.520296 -0.024630 0.000000 0.950000
23.505968 -0.024630 0.820846 0.910147
23.430796 -0.024630 2.049929 0.799870
23.410597 0.976725 -2.048162 0.799870
23.485706 0.976725 -0.820139 0.910147
23.500021 0.976725 0.000000 0.950000
23.485706 0.976725 0.820139 0.910147
23.410597 0.976725 2.048162 0.799870
23.424749 1.982811 -2.049400 0.799870
23.499903 1.982811 -0.820635 0.910147
23.514227 1.982811 0.000000 0.950000
23.499903 1.982811 0.820635 0.910147
23.424749 1.982811 2.049400 0.799870
23.394835 3.000063 -2.046783 0.799870
23.469893 3.000063 -0.819587 0.910147
23.484198 3.000063 0.000000 0.950000
23.469893 3.000063 0.819587 0.910147
23.394835 3.000063 2.046783 0.799870
23.405285 3.982265 -2.047697 0.799870
23.480375 3.982265 -0.819953 0.910147
23.494688 3.982265 0.000000 0.950000
23.480375 3.982265 0.819953 0.910147
23.405285 3.982265 2.047697 0.799870
23.448263 4.994534 -2.051457 0.799870
23.523493 4.994534 -0.821458 0.910147
23.537830 4.994534 0.000000 0.950000
23.523493 4.994534 0.821458 0.910147
23.448263 4.994534 2.051457 0.799870
23.370752 6.006055 -2.044676 0.799870
23.445732 6.006055 -0.818743 0.910147
23.460024 6.006055 0.000000 0.950000
23.445732 6.006055 0.818743 0.910147
23.370752 6.006055 2.044676 0.799870
23.410831 7.019131 -2.048182 0.799870
23.485941 7.019131 -0.820147 0.910147
23.500256 7.019131 0.000000 0.950000
23.485941 7.019131 0.820147 0.910147
23.410831 7.019131 2.048182 0.799870
23.422520 7.999555 -2.049205 0.799870
23.497667 7.999555 -0.820557 0.910147
23.511990 7.999555 0.000000 0.950000
23.497667 7.999555 0.820557 0.910147
23.422520 7.999555 2.049205 0.799870
23.388746 9.002992 -2.046250 0.799870
23.463785 9.002992 -0.819373 0.910147
23.478086 9.002992 0.000000 0.950000
23.463785 9.002992 0.819373 0.910147
23.388746 9.002992 2.046250 0.799870
23.402399 10.000720 -2.047445 0.799870
23.477482 10.000720 -0.819852 0.910147
23.491793 10.000720 0.000000 0.950000
23.477482 10.000720 0.819852 0.910147
23.402399 10.000720 2.047445 0.799870
23.395273 10.966041 -2.046821 0.799870
23.470333 10.966041 -0.819602 0.910147
23.484638 10.966041 0.000000 0.950000
23.470333 10.966041 0.819602 0.910147
23.395273 10.966041 2.046821 0.799870
23.411703 11.989928 -2.048259 0.799870
23.486814 11.989928 -0.820178 0.910147
23.501131 11.989928 0.000000 0.950000
23.486814 11.989928 0.820178 0.910147
23.411703 11.989928 2.048259 0.799870
23.407558 12.987082 -2.047896 0.799870
23.482658 12.987082 -0.820032 0.910147
23.496971 12.987082 0.000000 0.950000
23.482658 12.987082 0.820032 0.910147
23.407558 12.987082 2.047896 0.799870
23.458260 13.987259 -2.052332 0.799870
23.533520 13.987259 -0.821809 0.910147
23.547865 13.987259 0.000000 0.950000
23.533520 13.987259 0.821809 0.910147
23.458260 13.987259 2.052332 0.799870
23.396383 14.973604 -2.046918 0.799870
23.471447 14.973604 -0.819641 0.910147
23.485754 14.973604 0.000000 0.950000
23.471447 14.973604 0.819641 0.910147
23.396383 14.973604 2.046918 0.799870
23.392467 15.964222 -2.046576 0.799870
23.467518 15.964222 -0.819504 0.910147
23.481823 15.964222 0.000000 0.950000
23.467518 15.964222 0.819504 0.910147
23.392467 15.964222 2.046576 0.799870
24.361128 -16.948713 -2.560458 0.777067
24.402103 -16.948713 -2.134907 0.799870
24.480394 -16.948713 -0.854874 0.910147
24.495316 -16.948713 0.000000 0.950000
24.480394 -16.948713 0.854874 0.910147
24.402103 -16.948713 2.134907 0.799870
24.361128 -16.948713 2.560458 0.777067
24.357096 -15.983932 -2.560034 0.777067
24.398064 -15.983932 -2.134554 0.799870
24.476341 -15.983932 -0.854733 0.910147
24.491261 -15.983932 0.000000 0.950000
24.476341 -15.983932 0.854733 0.910147
24.398064 -15.983932 2.134554 0.799870
24.357096 -15.983932 2.560034 0.777067
24.350573 -14.980742 -2.559348 0.777067
24.391529 -14.980742 -2.133982 0.799870
24.469786 -14.980742 -0.854504 0.910147
24.484701 -14.980742 0.000000 0.950000
24.469786 -14.980742 0.854504 0.910147
24.391529 -14.980742 2.133982 0.799870
24.350573 -14.980742 2.559348 0.777067
24.368883 -14.038745 -2.561273 0.777067
24.409872 -14.038745 -2.135587 0.799870
24.488186 -14.038745 -0.855146 0.910147
24.503113 -14.038745 0.000000 0.950000
24.488186 -14.038745 0.855146 0.910147
24.409872 -14.038745 2.135587 0.799870
24.368883 -14.038745 2.561273 0.777067
24.344673 -12.960841 -2.558728 0.777067
24.385620 -12.960841 -2.133465 0.799870
24.463858 -12.960841 -0.854297 0.910147
24.478769 -12.960841 0.000000 0.950000
24.463858 -12.960841 0.854297 0.910147
24.385620 -12.960841 2.133465 0.799870
24.344673 -12.960841 2.558728 0.777067
24.406624 -11.985386 -2.565239 0.777067
24.447676 -11.985386 -2.138895 0.799870
24.526112 -11.985386 -0.856471 0.910147
24.541061 -11.985386 0.000000 0.950000
24.526112 -11.985386 0.856471 0.910147
24.447676 -11.985386 2.138895 0.799870
24.406624 -11.985386 2.565239 0.777067
24.357540 -10.996736 -2.560081 0.777067
24.398510 -10.996736 -2.134593 0.799870
24.476788 -10.996736 -0.854748 0.910147
24.491707 -10.996736 0.000000 0.950000
24.476788 -10.996736 0.854748 0.910147
24.398510 -10.996736 2.134593 0.799870
24.357540 -10.996736 2.560081 0.777067
24.361179 -10.006350 -2.560463 0.777067
24.402155 -10.006350 -2.134912 0.799870
24.480446 -10.006350 -0.854876 0.910147
24.495367 -10.006350 0.000000 0.950000
24.480446 -10.006350 0.854876 0.910147
24.402155 -10.006350 2.134912 0.799870
24.361179 -10.006350 2.560463 0.777067
24.343555 -8.981775 -2.558611 0.777067
24.384502 -8.981775 -2.133368 0.799870
24.462734 -8.981775 -0.854257 0.910147
24.477646 -8.981775 0.000000 0.950000
24.462734 -8.981775 0.854257 0.910147
24.384502 -8.981775 2.133368 0.799870
24.343555 -8.981775 2.558611 0.777067
24.353567 -8.008549 -2.559663 0.777067
24.394529 -8.008549 -2.134245 0.799870
24.472795 -8.008549 -0.854609 0.910147
24.487713 -8.008549 0.000000 0.950000
24.472795 -8.008549 0.854609 0.910147
24.394529 -8.008549 2.134245 0.799870
24.353567 -8.008549 2.559663 0.777067
24.339304 -6.999140 -2.558164 0.777067
24.380243 -6.999140 -2.132995 0.799870
24.458464 -6.999140 -0.854108 0.910147
24.473372 -6.999140 0.000000 0.950000
24.458464 -6.999140 0.854108 0.910147
24.380243 -6.999140 2.132995 0.799870
24.339304 -6.999140 2.558164 0.777067
24.370598 -5.973635 -2.561453 0.777067
24.411589 -5.973635 -2.135737 0.799870
24.489910 -5.973635 -0.855206 0.910147
24.504837 -5.973635 0.000000 0.950000
24.489910 -5.973635 0.855206 0.910147
24.411589 -5.973635 2.135737 0.799870
24.370598 -5.973635 2.561453 0.777067
24.346676 -5.020731 -2.558939 0.777067
24.387627 -5.020731 -2.133641 0.799870
24.465870 -5.020731 -0.854367 0.910147
24.480783 -5.020731 0.000000 0.950000
24.465870 -5.020731 0.854367 0.910147
24.387627 -5.020731 2.133641 0.799870
24.346676 -5.020731 2.558939 0.777067
24.379738 -3.983580 -2.562414 0.777067
24.420746 -3.983580 -2.136539 0.799870
24.499096 -3.983580 -0.855527 0.910147
24.514029 -3.983580 0.000000 0.950000
24.499096 -3.983580 0.855527 0.910147
24.420746 -3.983580 2.136539 0.799870
24.379738 -3.983580 2.562414 0.777067
24.361643 -3.016390 -2.560512 0.777067
24.402618 -3.016390 -2.134953 0.799870
24.480911 -3.016390 -0.854892 0.910147
24.495832 -3.016390 0.000000 0.950000
24.480911 -3.016390 0.854892 0.910147
24.402618 -3.016390 2.134953 0.799870
24.361643 -3.016390 2.560512 0.777067
24.386423 -2.015973 -2.563116 0.777067
24.427443 -2.015973 -2.137124 0.799870
24.505814 -2.015973 -0.855762 0.910147
24.520750 -2.015973 0.000000 0.950000
24.505814 -2.015973 0.855762 0.910147
24.427443 -2.015973 2.137124 0.799870
24.386423 -2.015973 2.563116 0.777067
24.370714 -1.018493 -2.561465 0.777067
24.411707 -1.018493 -2.135748 0.799870
24.490028 -1.018493 -0.855211 0.910147
24.504955 -1.018493 0.000000 0.950000
24.490028 -1.018493 0.855211 0.910147
24.411707 -1.018493 2.135748 0.799870
24.370714 -1.018493 2.561465 0.777067
24.391743 -0.025684 -2.563675 0.777067
24.432770 -0.025684 -2.137590 0.799870
24.511158 -0.025684 -0.855948 0.910147
24.526098 -0.025684 0.000000 0.950000
24.511158 -0.025684 0.855948 0.910147
24.432770 -0.025684 2.137590 0.799870
24.391743 -0.025684 2.563675 0.777067
24.370714 1.018493 -2.561465 0.777067
24.411707 1.018493 -2.135748 0.799870
24.490028 1.018493 -0.855211 0.910147
24.504955 1.018493 0.000000 0.950000
24.490028 1.018493 0.855211 0.910147
24.411707 1.018493 2.135748 0.799870
24.370714 1.018493 2.561465 0.777067
24.386423 2.015973 -2.563116 0.777067
24.427443 2.015973 -2.137124 0.799870
24.505814 2.015973 -0.855762 0.910147
24.520750 2.015973 0.000000 0.950000
24.505814 2.015973 0.855762 0.910147
24.427443 2.015973 2.137124 0.799870
24.386423 2.015973 2.563116 0.777067
24.361643 3.016390 -2.560512 0.777067
24.402618 3.016390 -2.134953 0.799870
24.480911 3.016390 -0.854892 0.910147
24.495832 3.016390 0.000000 0.950000
24.480911 3.016390 0.854892 0.910147
24.402618 3.016390 2.134953 0.799870
24.361643 3.016390 2.560512 0.777067
24.379738 3.983580 -2.562414 0.777067
24.420746 3.983580 -2.136539 0.799870
24.499096 3.983580 -0.855527 0.910147
24.514029 3.983580 0.000000 0.950000
24.499096 3.983580 0.855527 0.910147
24.420746 3.983580 2.136539 0.799870
24.379738 3.983580 2.562414 0.777067
24.346676 5.020731 -2.558939 0.777067
24.387627 5.020731 -2.133641 0.799870
24.465870 5.020731 -0.854367 0.910147
24.480783 5.020731 0.000000 0.950000
24.465870 5.020731 0.854367 0.910147
24.387627 5.020731 2.133641 0.799870
24.346676 5.020731 2.558939 0.777067
24.370598 5.973635 -2.561453 0.777067
24.411589 5.973635 -2.135737 0.799870
24.489910 5.973635 -0.855206 0.910147
24.504837 5.973635 0.000000 0.950000
24.489910 5.973635 0.855206 0.910147
24.411589 5.973635 2.135737 0.799870
24.370598 5.973635 2.561453 0.777067
24.339304 6.999140 -2.558164 0.777067
24.380243 6.999140 -2.132995 0.799870
24.458464 6.999140 -0.854108 0.910147
24.473372 6.999140 0.000000 0.950000
24.458464 6.999140 0.854108 0.910147
24.380243 6.999140 2.132995 0.799870
24.339304 6.999140 2.558164 0.777067
24.353567 8.008549 -2.559663 0.777067
24.394529 8.008549 -2.134245 0.799870
24.472795 8.008549 -0.854609 0.910147
24.487713 8.008549 0.000000 0.950000
24.472795 8.008549 0.854609 0.910147
24.394529 8.008549 2.134245 0.799870
24.353567 8.008549 2.559663 0.777067
24.343555 8.981775 -2.558611 0.777067
24.384502 8.981775 -2.133368 0.799870
24.462734 8.981775 -0.854257 0.910147
24.477646 8.981775 0.000000 0.950000
24.462734 8.981775 0.854257 0.910147
24.384502 8.981775 2.133368 0.799870
24.343555 8.981775 2.558611 0.777067
24.361179 10.006350 -2.560463 0.777067
24.402155 10.006350 -2.134912 0.799870
24.480446 10.006350 -0.854876 0.910147
24.495367 10.006350 0.000000 0.950000
24.480446 10.006350 0.854876 0.910147
24.402155 10.006350 2.134912 0.799870
24.361179 10.006350 2.560463 0.777067
24.357540 10.996736 -2.560081 0.777067
24.398510 10.996736 -2.134593 0.799870
24.476788 10.996736 -0.854748 0.910147
24.491707 10.996736 0.000000 0.950000
24.476788 10.996736 0.854748 0.910147
24.398510 10.996736 2.134593 0.799870
24.357540 10.996736 2.560081 0.777067
24.406624 11.985386 -2.565239 0.777067
24.447676 11.985386 -2.138895 0.799870
24.526112 11.985386 -0.856471 0.910147
24.541061 11.985386 0.000000 0.950000
24.526112 11.985386 0.856471 0.910147
24.447676 11.985386 2.138895 0.799870
24.406624 11.985386 2.565239 0.777067
24.344673 12.960841 -2.558728 0.777067
24.385620 12.960841 -2.133465 0.799870
24.463858 12.960841 -0.854297 0.910147
24.478769 12.960841 0.000000 0.950000
24.463858 12.960841 0.854297 0.910147
24.385620 12.960841 2.133465 0.799870
24.344673 12.960841 2.558728 0.777067
24.368883 14.038745 -2.561273 0.777067
24.409872 14.038745 -2.135587 0.799870
24.488186 14.038745 -0.855146 0.910147
24.503113 14.038745 0.000000 0.950000
24.488186 14.038745 0.855146 0.910147
24.409872 14.038745 2.135587 0.799870
24.368883 14.038745 2.561273 0.777067
24.350573 14.980742 -2.559348 0.777067
24.391529 14.980742 -2.133982 0.799870
24.469786 14.980742 -0.854504 0.910147
24.484701 14.980742 0.000000 0.950000
24.469786 14.980742 0.854504 0.910147
24.391529 14.980742 2.133982 0.799870
24.350573 14.980742 2.559348 0.777067
24.357096 15.983932 -2.560034 0.777067
24.398064 15.983932 -2.134554 0.799870
24.476341 15.983932 -0.854733 0.910147
24.491261 15.983932 0.000000 0.950000
24.476341 15.983932 0.854733 0.910147
24.398064 15.983932 2.134554 0.799870
24.357096 15.983932 2.560034 0.777067
24.361128 16.948713 -2.560458 0.777067
24.402103 16.948713 -2.134907 0.799870
24.480394 16.948713 -0.854874 0.910147
24.495316 16.948713 0.000000 0.950000
24.480394 16.948713 0.854874 0.910147
24.402103 16.948713 2.134907 0.799870
24.361128 16.948713 2.560458 0.777067
25.401150 -17.884047 -2.669768 0.777067
25.478849 -17.884047 -1.781655 0.832222
25.525507 -17.884047 -0.891370 0.910147
25.541065 -17.884047 0.000000 0.950000
25.525507 -17.884047 0.891370 0.910147
25.478849 -17.884047 1.781655 0.832222
25.401150 -17.884047 2.669768 0.777067
25.335260 -17.021727 -2.662843 0.777067
25.412758 -17.021727 -1.777033 0.832222
25.459295 -17.021727 -0.889058 0.910147
25.474813 -17.021727 0.000000 0.950000
25.459295 -17.021727 0.889058 0.910147
25.412758 -17.021727 1.777033 0.832222
25.335260 -17.021727 2.662843 0.777067
25.367016 -15.975547 -2.666181 0.777067
25.444613 -15.975547 -1.779261 0.832222
25.491207 -15.975547 -0.890173 0.910147
25.506744 -15.975547 0.000000 0.950000
25.491207 -15.975547 0.890173 0.910147
25.444613 -15.975547 1.779261 0.832222
25.367016 -15.975547 2.666181 0.777067
25.349459 -14.960340 -2.664335 0.777067
25.427000 -14.960340 -1.778029 0.832222
25.473562 -14.960340 -0.889556 0.910147
25.489090 -14.960340 0.000000 0.950000
25.473562 -14.960340 0.889556 0.910147
25.427000 -14.960340 1.778029 0.832222
25.349459 -14.960340 2.664335 0.777067
25.357771 -14.005753 -2.665209 0.777067
25.435339 -14.005753 -1.778612 0.832222
25.481916 -14.005753 -0.889848 0.910147
25.497448 -14.005753 0.000000 0.950000
25.481916 -14.005753 0.889848 0.910147
25.435339 -14.005753 1.778612 0.832222
25.357771 -14.005753 2.665209 0.777067
25.360071 -13.009600 -2.665451 0.777067
25.437647 -13.009600 -1.778773 0.832222
25.484228 -13.009600 -0.889929 0.910147
25.499762 -13.009600 0.000000 0.950000
25.484228 -13.009600 0.889929 0.910147
25.437647 -13.009600 1.778773 0.832222
25.360071 -13.009600 2.665451 0.777067
25.348818 -11.977654 -2.664268 0.777067
25.426357 -11.977654 -1.777984 0.832222
25.472919 -11.977654 -0.889534 0.910147
25.488445 -11.977654 0.000000 0.950000
25.472919 -11.977654 0.889534 0.910147
25.426357 -11.977654 1.777984 0.832222
25.348818 -11.977654 2.664268 0.777067
25.363043 -11.004332 -2.665763 0.777067
25.440626 -11.004332 -1.778982 0.832222
25.487213 -11.004332 -0.890033 0.910147
25.502748 -11.004332 0.000000 0.950000
25.487213 -11.004332 0.890033 0.910147
25.440626 -11.004332 1.778982 0.832222
25.363043 -11.004332 2.665763 0.777067
25.362524 -9.989079 -2.665709 0.777067
25.440105 -9.989079 -1.778945 0.832222
25.486692 -9.989079 -0.890015 0.910147
25.502228 -9.989079 0.000000 0.950000
25.486692 -9.989079 0.890015 0.910147
25.440105 -9.989079 1.778945 0.832222
25.362524 -9.989079 2.665709 0.777067
25.390945 -9.025890 -2.668696 0.777067
25.468615 -9.025890 -1.780939 0.832222
